Title,Authors,Publication Date,Journal,Citation Info,Content Type,Article URL,PDF URL,DOI,Page Number,Search Topic
"Reducing travel-related SARS-CoV-2 transmission with layered mitigation measures: symptom monitoring, quarantine, and testing","Michael A. Johansson, Hannah Wolford, Prabasaj Paul, Pamela S. Diaz, Tai-Ho Chen, Clive M. Brown, Martin S. Cetron and Francisco Alvarado-Ramy",14 April 2021,BMC Medicine,2021 19:94,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-021-01975-w,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-021-01975-w.pdf,10.1186/s12916-021-01975-w,2,infectious disease
Remembering the forgotten non-communicable diseases,"Alan D Lopez, Thomas N Williams, Adeera Levin, Marcello Tonelli, Jasvinder A Singh, Peter GJ Burney, Jürgen Rehm, Nora D Volkow, George Koob and Cleusa P Ferri",22 October 2014,BMC Medicine,2014 12:200,Forum,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-014-0200-8,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-014-0200-8.pdf,10.1186/s12916-014-0200-8,2,infectious disease
Modernising epidemic science: enabling patient-centred research during epidemics,Amanda M. Rojek and Peter W. Horby,19 December 2016,BMC Medicine,2016 14:212,Opinion,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-016-0760-x,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-016-0760-x.pdf,10.1186/s12916-016-0760-x,2,infectious disease
"Relative role of border restrictions, case finding and contact tracing in controlling SARS-CoV-2 in the presence of undetected transmission: a mathematical modelling study","Rachael Pung, Hannah E. Clapham, Timothy W. Russell, Vernon J. Lee and Adam J. Kucharski",16 March 2023,BMC Medicine,2023 21:97,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-023-02802-0,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-023-02802-0.pdf,10.1186/s12916-023-02802-0,2,infectious disease
Quantifying the potential value of antigen-detection rapid diagnostic tests for COVID-19: a modelling analysis,"Saskia Ricks, Emily A. Kendall, David W. Dowdy, Jilian A. Sacks, Samuel G. Schumacher and Nimalan Arinaminpathy",9 March 2021,BMC Medicine,2021 19:75,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-021-01948-z,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-021-01948-z.pdf,10.1186/s12916-021-01948-z,2,infectious disease
About the complexity of adult onset Still’s disease… and advances still required for its management,Philippe Guilpain and Alain Le Quellec,6 January 2017,BMC Medicine,2017 15:5,Commentary,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-016-0769-1,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-016-0769-1.pdf,10.1186/s12916-016-0769-1,2,infectious disease
The hidden burden of measles in Ethiopia: how distance to hospital shapes the disease mortality rate,"Piero Poletti, Stefano Parlamento, Tafarraa Fayyisaa, Rattaa Feyyiss, Marta Lusiani, Ademe Tsegaye, Giulia Segafredo, Giovanni Putoto, Fabio Manenti and Stefano Merler",18 October 2018,BMC Medicine,2018 16:177,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-018-1171-y,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-018-1171-y.pdf,10.1186/s12916-018-1171-y,2,infectious disease
Comparison of infection control strategies to reduce COVID-19 outbreaks in homeless shelters in the United States: a simulation study,"Lloyd A. C. Chapman, Margot Kushel, Sarah N. Cox, Ashley Scarborough, Caroline Cawley, Trang Q. Nguyen, Isabel Rodriguez-Barraquer, Bryan Greenhouse, Elizabeth Imbert and Nathan C. Lo",7 May 2021,BMC Medicine,2021 19:116,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-021-01965-y,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-021-01965-y.pdf,10.1186/s12916-021-01965-y,2,infectious disease
COVID-19 inequalities in England: a mathematical modelling study of transmission risk and clinical vulnerability by socioeconomic status,"Lucy Goodfellow, Edwin van Leeuwen and Rosalind M. Eggo",15 April 2024,BMC Medicine,2024 22:162,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-024-03387-y,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-024-03387-y.pdf,10.1186/s12916-024-03387-y,2,infectious disease
Risk of encephalitis and meningitis after COVID-19 vaccination in South Korea: a self-controlled case series analysis,"Ju Hwan Kim, Dongwon Yoon, Hwa Yeon Ko, Kyungyeon Jung, Jun-Sang Sunwoo, Won Chul Shin, Jung-Ick Byun and Ju-Young Shin",14 March 2024,BMC Medicine,2024 22:123,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-024-03347-6,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-024-03347-6.pdf,10.1186/s12916-024-03347-6,2,infectious disease
Human lifespan and sex-specific patterns of resilience to disease: a retrospective population-wide cohort study,"Joaquim Sol, Marta Ortega-Bravo, Manuel Portero-Otín, Gerard Piñol-Ripoll, Vicent Ribas-Ripoll, Eva Artigues-Barberà, Miquel Butí, Reinald Pamplona and Mariona Jové",8 January 2024,BMC Medicine,2024 22:17,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-023-03206-w,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-023-03206-w.pdf,10.1186/s12916-023-03206-w,2,infectious disease
The intergenerational effects of war on the health of children,"Delan Devakumar, Marion Birch, David Osrin, Egbert Sondorp and Jonathan CK Wells",2 April 2014,BMC Medicine,2014 12:57,Opinion,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-12-57,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-12-57.pdf,10.1186/1741-7015-12-57,2,infectious disease
Global health: the importance of evidence-based medicine,"Gretchen L Birbeck, Charles S Wiysonge, Edward J Mills, Julio J Frenk, Xiao-Nong Zhou and Prabhat Jha",16 October 2013,BMC Medicine,2013 11:223,Forum,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-11-223,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-11-223.pdf,10.1186/1741-7015-11-223,2,infectious disease
"Antiviral activity and mechanism of the antifungal drug, anidulafungin, suggesting its potential to promote treatment of viral diseases","Shu Shen, Yaxian Zhang, Zhiyun Yin, Qiong Zhu, Jingyuan Zhang, Tiantian Wang, Yaohui Fang, Xiaoli Wu, Yuan Bai, Shiyu Dai, Xijia Liu, Jiayin Jin, Shuang Tang, Jia Liu, Manli Wang, Yu Guo…",21 October 2022,BMC Medicine,2022 20:359,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02558-z,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-022-02558-z.pdf,10.1186/s12916-022-02558-z,2,infectious disease
Quantifying the economic impact of government and charity funding of medical research on private research and development funding in the United Kingdom,"Jon Sussex, Yan Feng, Jorge Mestre-Ferrandiz, Michele Pistollato, Marco Hafner, Peter Burridge and Jonathan Grant",24 February 2016,BMC Medicine,2016 14:32,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-016-0564-z,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-016-0564-z.pdf,10.1186/s12916-016-0564-z,2,infectious disease
"Sex-specific associations between sodium and potassium intake and overall and cause-specific mortality: a large prospective U.S. cohort study, systematic review, and updated meta-analysis of cohort studies","Lu Gan, Bin Zhao, Maki Inoue-Choi, Linda M. Liao, Barry I. Graubard, Stephanie J. Weinstein, Demetrius Albanes and Jiaqi Huang",22 March 2024,BMC Medicine,2024 22:132,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-024-03350-x,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-024-03350-x.pdf,10.1186/s12916-024-03350-x,2,infectious disease
Development of the reproduction number from coronavirus SARS-CoV-2 case data in Germany and implications for political measures,"Sahamoddin Khailaie, Tanmay Mitra, Arnab Bandyopadhyay, Marta Schips, Pietro Mascheroni, Patrizio Vanella, Berit Lange, Sebastian C. Binder and Michael Meyer-Hermann",28 January 2021,BMC Medicine,2021 19:32,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01884-4,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01884-4.pdf,10.1186/s12916-020-01884-4,2,infectious disease
Accuracy of epidemiological inferences based on publicly available information: retrospective comparative analysis of line lists of human cases infected with influenza A(H7N9) in China,"Eric HY Lau, Jiandong Zheng, Tim K Tsang, Qiaohong Liao, Bryan Lewis, John S Brownstein, Sharon Sanders, Jessica Y Wong, Sumiko R Mekaru, Caitlin Rivers, Peng Wu, Hui Jiang, Yu Li, Jianxing Yu, Qian Zhang, Zhaorui Chang…",28 May 2014,BMC Medicine,2014 12:88,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-12-88,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-12-88.pdf,10.1186/1741-7015-12-88,2,infectious disease
Overall and cause-specific mortality among patients diagnosed with gastric precancerous lesions in Sweden between 1979 and 2014: an observational cohort study,"Yawen Sun, Li Yin, Dariush Nasrollahzadeh Nesheli, Jingru Yu, Joar Franzén and Weimin Ye",15 August 2024,BMC Medicine,2024 22:333,Research,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-024-03554-1,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-024-03554-1.pdf,10.1186/s12916-024-03554-1,2,infectious disease
Health and economic burden of respiratory syncytial virus (RSV) disease and the cost-effectiveness of potential interventions against RSV among children under 5 years in 72 Gavi-eligible countries,"Xiao Li, Lander Willem, Marina Antillon, Joke Bilcke, Mark Jit and Philippe Beutels",6 April 2020,BMC Medicine,2020 18:82,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01537-6,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01537-6.pdf,10.1186/s12916-020-01537-6,2,infectious disease
Differential endothelial cell gene expression by African Americans versusCaucasian Americans: a possible contribution to health disparity in vascular disease and cancer,"P Wei, LC Milbauer, J Enenstein, J Nguyen, W Pan and RP Hebbel",11 January 2011,BMC Medicine,2011 9:2,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-9-2,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-9-2.pdf,10.1186/1741-7015-9-2,2,infectious disease
Population-level mathematical modeling of antimicrobial resistance: a systematic review,"Anna Maria Niewiadomska, Bamini Jayabalasingham, Jessica C. Seidman, Lander Willem, Bryan Grenfell, David Spiro and Cecile Viboud",24 April 2019,BMC Medicine,2019 17:81,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-019-1314-9,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-019-1314-9.pdf,10.1186/s12916-019-1314-9,2,infectious disease
Reduced risks of influenza-associated hospitalization and complications following vaccination among over 2 million older individuals: a nationwide study using target trial emulation framework,"Zi-Yang Peng, Yun-Ting Hua, Wan-Ting Huang, Jin-Shang Wu and Huang-Tz Ou",13 March 2025,BMC Medicine,2025 23:157,Research,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-025-03955-w,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-025-03955-w.pdf,10.1186/s12916-025-03955-w,2,infectious disease
Perspectives on model forecasts of the 2014–2015 Ebola epidemic in West Africa: lessons and the way forward,"Gerardo Chowell, Cécile Viboud, Lone Simonsen, Stefano Merler and Alessandro Vespignani",1 March 2017,BMC Medicine,2017 15:42,Opinion,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-017-0811-y,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-017-0811-y.pdf,10.1186/s12916-017-0811-y,2,infectious disease
The impact of alcohol taxation increase on all-cause mortality inequalities in Lithuania: an interrupted time series analysis,"Jakob Manthey, Domantas Jasilionis, Huan Jiang, Olga Meščeriakova, Janina Petkevičienė, Ričardas Radišauskas, Mindaugas Štelemėkas and Jürgen Rehm",16 January 2023,BMC Medicine,2023 21:22,Research Article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02721-6,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-022-02721-6.pdf,10.1186/s12916-022-02721-6,2,infectious disease
Spatiotemporal dynamics of the Ebola epidemic in Guinea and implications for vaccination and disease elimination: a computational modeling analysis,"Marco Ajelli, Stefano Merler, Laura Fumanelli, Ana Pastore y Piontti, Natalie E. Dean, Ira M. Longini Jr., M. Elizabeth Halloran and Alessandro Vespignani",7 September 2016,BMC Medicine,2016 14:130,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-016-0678-3,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-016-0678-3.pdf,10.1186/s12916-016-0678-3,2,infectious disease
A prospect on the use of antiviral drugs to control local outbreaks of COVID-19,"Andrea Torneri, Pieter Libin, Joris Vanderlocht, Anne-Mieke Vandamme, Johan Neyts and Niel Hens",25 June 2020,BMC Medicine,2020 18:191,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01636-4,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01636-4.pdf,10.1186/s12916-020-01636-4,2,infectious disease
Response strategies for COVID-19 epidemics in African settings: a mathematical modelling study,"Kevin van Zandvoort, Christopher I. Jarvis, Carl A. B. Pearson, Nicholas G. Davies, Ruwan Ratnayake, Timothy W. Russell, Adam J. Kucharski, Mark Jit, Stefan Flasche, Rosalind M. Eggo and Francesco Checchi",14 October 2020,BMC Medicine,2020 18:324,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01789-2,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01789-2.pdf,10.1186/s12916-020-01789-2,3,infectious disease
What is next after the genes for autoimmunity?,"John Castiblanco, Mauricio Arcos-Burgos and Juan-Manuel Anaya",4 September 2013,BMC Medicine,2013 11:197,Minireview,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-11-197,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-11-197.pdf,10.1186/1741-7015-11-197,3,infectious disease
Spatiotemporal dynamics of the Ebola epidemic in Guinea and implications for vaccination and disease elimination: a computational modeling analysis,"Marco Ajelli, Stefano Merler, Laura Fumanelli, Ana Pastore y Piontti, Natalie E. Dean, Ira M. Longini Jr., M. Elizabeth Halloran and Alessandro Vespignani",7 September 2016,BMC Medicine,2016 14:130,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-016-0678-3,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-016-0678-3.pdf,10.1186/s12916-016-0678-3,3,infectious disease
Control of neglected tropical diseases needs a long-term commitment,"Yaobi Zhang, Chad MacArthur, Likezo Mubila and Shawn Baker",29 October 2010,BMC Medicine,2010 8:67,Debate,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-8-67,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-8-67.pdf,10.1186/1741-7015-8-67,3,infectious disease
Identifying susceptibility of children and adolescents to the Omicron variant (B.1.1.529),"June Young Chun, Hwichang Jeong and Yongdai Kim",23 November 2022,BMC Medicine,2022 20:451,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02655-z,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-022-02655-z.pdf,10.1186/s12916-022-02655-z,3,infectious disease
"A systematic review of clinical guidelines on the management of acute, community-acquired CNS infections","Louise Sigfrid, Chelsea Perfect, Amanda Rojek, Kajsa-Stina Longuere, Sam Lipworth, Eli Harriss, James Lee, Alex Salam, Gail Carson, Herman Goossens and Peter Horby",6 September 2019,BMC Medicine,2019 17:170,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-019-1387-5,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-019-1387-5.pdf,10.1186/s12916-019-1387-5,3,infectious disease
Epidemiological models are important tools for guiding COVID-19 interventions,Robin N. Thompson,25 May 2020,BMC Medicine,2020 18:152,MedViews,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01628-4,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01628-4.pdf,10.1186/s12916-020-01628-4,3,infectious disease
Distinct metabolic biomarkers to distinguish IgG4-related disease from Sjogren’s syndrome and pancreatic cancer and predict disease prognosis,"Songxin Yan, Yu Peng, Ziyan Wu, Linlin Cheng, Haolong Li, Honglin Xu, Yuan Huang, Wen Zhang and Yongzhe Li",27 December 2022,BMC Medicine,2022 20:497,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02700-x,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-022-02700-x.pdf,10.1186/s12916-022-02700-x,3,infectious disease
Risk factors for developing irritable bowel syndrome: systematic umbrella review of reviews,"Farisah Sulaimi, Timothy Sheng Khai Ong, Ansel Shao Pin Tang, Jingxuan Quek, Renish M. Pillay, Damien Tianle Low, Charisse Kai Ling Lee, Kewin Tien Ho Siah and Qin Xiang Ng",21 February 2025,BMC Medicine,2025 23:103,Research,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-025-03930-5,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-025-03930-5.pdf,10.1186/s12916-025-03930-5,3,infectious disease
Hyper-IgG4 disease: report and characterisation of a new disease,"Guy H Neild, Manuel Rodriguez-Justo, Catherine Wall and John O Connolly",6 October 2006,BMC Medicine,2006 4:23,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-4-23,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-4-23.pdf,10.1186/1741-7015-4-23,3,infectious disease
Thrombospondin 1 enhances systemic inflammation and disease severity in acute-on-chronic liver failure,"Hozeifa Mohamed Hassan, Xi Liang, Jiaojiao Xin, Yingyan Lu, Qun Cai, Dongyan Shi, Keke Ren, Jun Li, Qi Chen, Jiang Li, Peng Li, Beibei Guo, Hui Yang, Jinjin Luo, Heng Yao, Xingping Zhou…",5 March 2024,BMC Medicine,2024 22:95,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-024-03318-x,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-024-03318-x.pdf,10.1186/s12916-024-03318-x,3,infectious disease
Modelling the household-level impact of a maternal respiratory syncytial virus (RSV) vaccine in a high-income setting,"Patricia T. Campbell, Nicholas Geard and Alexandra B. Hogan",12 November 2020,BMC Medicine,2020 18:319,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01783-8,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01783-8.pdf,10.1186/s12916-020-01783-8,3,infectious disease
Post-exposure prophylaxis during pandemic outbreaks,"Seyed M Moghadas, Christopher S Bowman, Gergely Röst, David N Fisman and Jianhong Wu",2 December 2009,BMC Medicine,2009 7:73,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-7-73,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-7-73.pdf,10.1186/1741-7015-7-73,3,infectious disease
Optimizing COVID-19 surveillance in long-term care facilities: a modelling study,"David R. M. Smith, Audrey Duval, Koen B. Pouwels, Didier Guillemot, Jérôme Fernandes, Bich-Tram Huynh, Laura Temime and Lulla Opatowski",8 December 2020,BMC Medicine,2020 18:386,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01866-6,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01866-6.pdf,10.1186/s12916-020-01866-6,3,infectious disease
'Gut health': a new objective in medicine?,Stephan C Bischoff,14 March 2011,BMC Medicine,2011 9:24,Debate,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-9-24,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-9-24.pdf,10.1186/1741-7015-9-24,3,infectious disease
"Sufficient blood, safe blood: can we have both?","Halvard Bönig, Michael Schmidt, Kai Hourfar, Jörg Schüttrumpf and Erhard Seifried",23 March 2012,BMC Medicine,2012 10:29,Commentary,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-10-29,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-10-29.pdf,10.1186/1741-7015-10-29,3,infectious disease
Addressing challenges for clinical research responses to emerging epidemics and pandemics: a scoping review,"Louise Sigfrid, Katherine Maskell, Peter G. Bannister, Sharif A. Ismail, Shelui Collinson, Sadie Regmi, Claire Blackmore, Eli Harriss, Kajsa-Stina Longuere, Nina Gobat, Peter Horby, Mike Clarke and Gail Carson",25 June 2020,BMC Medicine,2020 18:190,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01624-8,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01624-8.pdf,10.1186/s12916-020-01624-8,3,infectious disease
Estimating the effect of non-pharmaceutical interventions to mitigate COVID-19 spread in Saudi Arabia,"Donal Bisanzio, Richard Reithinger, Ada Alqunaibet, Sami Almudarra, Reem F. Alsukait, Di Dong, Yi Zhang, Sameh El-Saharty and Christopher H. Herbst",7 February 2022,BMC Medicine,2022 20:51,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02232-4,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-022-02232-4.pdf,10.1186/s12916-022-02232-4,3,infectious disease
Benefits of near-universal vaccination and treatment access to manage COVID-19 burden in the United States,"Fuhan Yang, Thu Nguyen-Anh Tran, Emily Howerton, Maciej F. Boni and Joseph L. Servadio",24 August 2023,BMC Medicine,2023 21:321,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-023-03025-z,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-023-03025-z.pdf,10.1186/s12916-023-03025-z,3,infectious disease
"Unraveling the Hygiene Hypothesis of helminthes and autoimmunity: origins, pathophysiology, and clinical applications","Mathilde Versini, Pierre-Yves Jeandel, Tomer Bashi, Giorgia Bizzaro, Miri Blank and Yehuda Shoenfeld",13 April 2015,BMC Medicine,2015 13:81,Opinion,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-015-0306-7,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-015-0306-7.pdf,10.1186/s12916-015-0306-7,3,infectious disease
"Epidemiology and short-term outcomes of acute kidney injury among patients in the intensive care unit in Laos: a nationwide multicenter, prospective, and observational study","Noot Sengthavisouk, Nuttha Lumlertgul, Chanmaly Keomany, Phonepadith Banouvong, Phetvilay Senavong, Sidavone Sayyaphet, Sakountala Binbundith, Win Kulvichit, Sadudee Peerapornratana, Kearkiat Praditpornsilpa, Kriang Tungsanga, Somchai Eiam-Ong and Nattachai Srisawat",14 July 2020,BMC Medicine,2020 18:180,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01645-3,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01645-3.pdf,10.1186/s12916-020-01645-3,3,infectious disease
Effective and safe proton pump inhibitor therapy in acid-related diseases – A position paper addressing benefits and potential harms of acid suppression,"Carmelo Scarpignato, Luigi Gatta, Angelo Zullo and Corrado Blandizzi",9 November 2016,BMC Medicine,2016 14:179,Guideline,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-016-0718-z,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-016-0718-z.pdf,10.1186/s12916-016-0718-z,3,infectious disease
"The intriguing relationship between the ABO blood group, cardiovascular disease, and cancer",Massimo Franchini and Giuseppe Lippi,16 January 2015,BMC Medicine,2015 13:7,Commentary,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-014-0250-y,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-014-0250-y.pdf,10.1186/s12916-014-0250-y,3,infectious disease
Use of short message service in at-home COVID-19 patient management,"Paul Loubet, Christian Czeschan, Matthieu Sintes, Albert Sotto and Didier Laureillard",16 December 2020,BMC Medicine,2020 18:391,Correspondence,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01863-9,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01863-9.pdf,10.1186/s12916-020-01863-9,3,infectious disease
"Chronic disease diagnoses and health service use among people who died of illicit drug toxicity in British Columbia, Canada","Heather Palis, Kevin Hu, Andrew Tu, Frank Scheuermeyer, John A. Staples, Jessica Moe, Beth Haywood, Roshni Desai, Chloé G. Xavier, Jessica C. Xavier, Alexis Crabtree and Amanda Slaunwhite",27 November 2024,BMC Medicine,2024 22:479,Research,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-024-03646-y,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-024-03646-y.pdf,10.1186/s12916-024-03646-y,3,infectious disease
A network medicine approach to study comorbidities in heart failure with preserved ejection fraction,"Jan D. Lanzer, Alberto Valdeolivas, Mark Pepin, Hauke Hund, Johannes Backs, Norbert Frey, Hans-Christoph Friederich, Jobst-Hendrik Schultz, Julio Saez-Rodriguez and Rebecca T. Levinson",24 July 2023,BMC Medicine,2023 21:267,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-023-02922-7,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-023-02922-7.pdf,10.1186/s12916-023-02922-7,3,infectious disease
The disease of corruption: views on how to fight corruption to advance 21st century global health goals,"Tim K. Mackey, Jillian Clare Kohler, William D. Savedoff, Frank Vogl, Maureen Lewis, James Sale, Joshua Michaud and Taryn Vian",29 September 2016,BMC Medicine,2016 14:149,Forum,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-016-0696-1,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-016-0696-1.pdf,10.1186/s12916-016-0696-1,3,infectious disease
Etiological spectrum of persistent fever in the tropics and predictors of ubiquitous infections: a prospective four-country study with pooled analysis,"Emmanuel Bottieau, Lukas Van Duffel, Sayda El Safi, Kanika Deshpande Koirala, Basudha Khanal, Suman Rijal, Narayan Raj Bhattarai, Thong Phe, Kruy Lim, Deby Mukendi, Jean-Roger Lilo Kalo, Pascal Lutumba, Barbara Barbé, Jan Jacobs, Marjan Van Esbroeck, Nikki Foqué…",2 May 2022,BMC Medicine,2022 20:144,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02347-8,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-022-02347-8.pdf,10.1186/s12916-022-02347-8,3,infectious disease
Associations of genetically predicted IL-6 signaling with cardiovascular disease risk across population subgroups,"Marios K. Georgakis, Rainer Malik, Tom G. Richardson, Joanna M. M. Howson, Christopher D. Anderson, Stephen Burgess, G. Kees Hovingh, Martin Dichgans and Dipender Gill",11 August 2022,BMC Medicine,2022 20:245,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02446-6,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-022-02446-6.pdf,10.1186/s12916-022-02446-6,3,infectious disease
Toward unbiased assessment of treatment and prevention: modeling household transmission of pandemic influenza,Gerardo Chowell and Hiroshi Nishiura,9 October 2012,BMC Medicine,2012 10:118,Commentary,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-10-118,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-10-118.pdf,10.1186/1741-7015-10-118,3,infectious disease
