Temp (F),RH (%),Dewpt (F),Wind Spd (mph),Wind Direction (deg),Peak Wind Gust(mph),Low Cloud Ht (ft),Med Cloud Ht (ft),High Cloud Ht (ft),Visibility (mi),Atm Press (hPa),Sea Lev Press (hPa),Altimeter (hPa),Precip (in),Wind Chill (F),Heat Index (F),Lake_Visible,LES_Cloud_Exist
35,75,28,31,210,47,2100,2700,m,10,970.3,993.5,992.9,0,21,NC,N,N
34,80,28,30,220,40,1900,2800,m,2,970.6,M,993.2,0,20,NC,N,N
30,92,28,32,220,48,600,m,m,0,971.3,M,993.9,m,14,NC,Y,N
29,84,25,32,220,53,800,m,m,0,972.3,995.5,994.9,0.03,13,NC,Y,N
27,79,21,38,230,52,900,1700,m,0,972.6,M,995.3,m,9,NC,Y,N
27,78,21,30,230,46,1100,1800,m,0,972.9,996.1,995.6,0.01,11,NC,Y,N
27,74,20,29,230,41,1800,m,m,1,974.3,997.7,997,0,11,NC,Y,N
26,71,18,32,240,44,2300,m,m,1,974.9,998.3,997.6,0.01,9,NC,Y,N
27,65,17,32,230,39,2300,m,m,3,975.6,998.9,998.3,0,10,NC,Y,N
29,63,18,31,240,48,2300,m,m,3,975.9,999.3,998.6,0,13,NC,Y,N
30,60,18,26,240,39,2200,m,m,3,977.3,1000.7,1000,0,16,NC,Y,N
31,60,19,23,240,37,3100,3800,m,10,978.3,1001.6,1001,0,18,NC,Y,N
30,58,17,23,230,36,3300,m,m,10,979.3,1002.8,1002,0,17,NC,N,N
30,55,16,20,250,36,3700,m,m,10,980.3,1003.9,1003,0,17,NC,N,N
29,57,16,22,240,31,3700,m,m,10,980.9,1004.5,1003.7,0,15,NC,N,N
29,55,15,22,250,M,M,m,m,10,981.6,1005.1,1004.4,0,15,NC,N,N
28,55,14,18,250,M,M,m,m,10,982.6,1006,1005.4,0,15,NC,N,N
28,55,14,20,260,M,M,m,m,10,982.9,1006.6,1005.8,0,15,NC,N,N
27,57,14,14,250,22,M,m,m,10,983.6,1007.1,1006.4,0,16,NC,N,N
26,59,14,10,250,20,M,m,m,10,984.2,1007.9,1007.1,0,16,NC,N,N
25,62,14,13,250,m,M,m,m,10,984.2,1008.1,1007.1,0,13,NC,N,N
24,61,13,10,250,m,M,m,m,10,984.6,1008.1,1007.5,0,14,NC,N,N
24,59,12,14,250,m,M,m,m,10,984.6,1008.4,1007.5,0,12,NC,N,N
24,59,12,16,260,23,M,m,m,10,985.2,1008.9,1008.1,0,11,NC,N,N
24,59,12,15,250,m,M,m,m,10,986.2,1010,1009.1,0,11,NC,N,N
24,59,12,15,250,24,M,m,m,10,987.2,1010.9,1010.2,0,11,NC,Y,N
24,59,12,15,250,26,M,m,m,10,987.9,1011.6,1010.8,0,11,NC,Y,N
25,59,13,17,260,24,25000,m,m,10,989.2,1012.8,1012.2,0,12,NC,Y,N
27,57,14,18,250,25,18000,m,m,10,989.2,1012.9,1012.2,0,14,NC,Y,N
26,59,14,15,250,25,16000,m,m,10,989.9,1013.8,1012.9,0,14,NC,Y,N
27,57,14,20,240,26,3000,m,m,10,990.9,1014.7,1013.9,0,13,NC,Y,N
27,60,15,17,250,m,3000,16000,m,10,990.9,1014.7,1013.9,0,14,NC,Y,N
27,62,16,17,230,23,8000,12000,25000,10,990.6,1014.6,1013.5,0,14,NC,Y,N
28,57,15,18,230,25,6500,10000,25000,10,990.6,1014.5,1013.5,0,15,NC,Y,N
29,55,15,17,230,23,6500,9000,25000,10,990.2,1014,1013.2,0,17,NC,Y,N
29,57,16,15,230,m,6500,12000,25000,10,990.6,1014.3,1013.5,0,18,NC,Y,N
29,57,16,9,240,m,10000,25000,m,10,990.2,1014.1,1013.2,0,21,NC,N,N
27,62,16,10,250,m,11000,19000,m,10,990.6,1014.6,1013.5,0,18,NC,N,N
27,60,15,8,260,m,19000,m,m,10,991.2,1015,1014.2,0,19,NC,N,N
28,57,15,11,250,m,21000,m,m,10,991.9,1015.6,1014.9,0,18,NC,N,N
26,59,14,7,260,m,19000,m,m,10,992.5,1016.3,1015.6,0,18,NC,N,N
26,57,13,11,270,m,18000,m,m,10,992.5,1016.5,1015.6,0,16,NC,N,N
26,57,13,9,270,m,M,m,m,10,992.9,1016.7,1015.9,0,17,NC,N,N
24,59,12,10,280,m,3100,m,m,10,993.2,1017,1016.3,0,14,NC,N,N
22,65,12,11,280,m,M,m,m,10,993.2,1017.2,1016.3,0,11,NC,N,N
21,64,11,10,290,m,M,m,m,10,993.5,1017.4,1016.6,0,10,NC,N,N
20,67,11,10,280,m,M,m,m,10,993.5,1017.6,1016.6,0,9,NC,N,N
19,67,10,13,280,m,M,m,m,10,993.5,1017.7,1016.6,0,6,NC,N,N
19,67,10,13,290,m,M,m,m,10,994.5,1018.5,1017.6,0,6,NC,N,N
18,67,9,9,270,m,1800,m,m,10,995.2,1019,1018.3,0,7,NC,Y,N
18,67,9,11,290,m,1900,m,m,10,995.5,1019.6,1018.6,0,6,NC,Y,N
19,62,9,15,270,m,2000,m,m,10,996.2,M,1019.3,m,5,NC,Y,N
20,61,9,13,290,21,2100,m,m,10,996.2,1020.2,1019.3,0,7,NC,Y,N
20,64,10,17,300,m,1900,m,m,10,996.9,1021,1020,0,5,NC,Y,N
21,64,11,15,280,23,1900,m,m,10,996.9,1020.8,1020,0,7,NC,Y,N
21,62,10,16,260,m,2100,m,m,10,996.5,M,1019.6,m,7,NC,Y,N
22,56,9,15,270,24,2200,m,m,10,996.2,1020.4,1019.3,0,9,NC,Y,N
22,59,10,15,260,26,2000,2600,m,10,996.2,1020.2,1019.3,0,9,NC,Y,N
23,57,10,16,260,m,2000,2600,m,10,995.9,1020.1,1019,0,10,NC,Y,N
24,54,10,13,260,m,2000,2700,m,10,995.5,1019.6,1018.6,0,12,NC,Y,N
24,54,10,15,270,m,2800,m,m,10,995.2,1019.2,1018.3,0,11,NC,N,N
24,51,9,15,270,24,2200,3600,4500,10,995.2,1019.2,1018.3,0,11,NC,N,N
24,49,8,18,270,29,3300,4200,5000,10,994.9,1019,1017.9,0,10,NC,N,N
24,49,8,20,280,28,4400,5000,m,10,994.9,1019.1,1017.9,0,9,NC,N,N
23,52,8,18,290,26,4200,m,m,10,995.5,1019.7,1018.6,0,9,NC,N,N
22,54,8,15,300,29,3900,m,m,10,995.5,1019.8,1018.6,0,9,NC,N,N
21,56,8,15,300,25,3500,m,m,10,995.9,1020,1019,0,7,NC,N,N
20,56,7,11,290,28,3400,m,m,10,995.9,1020.1,1019,0,8,NC,N,N
20,59,8,16,290,24,3400,m,m,10,996.2,1020.3,1019.3,0,6,NC,N,N
20,59,8,13,290,22,2700,3500,m,10,995.9,1020.1,1019,0,7,NC,N,N
19,62,9,14,290,m,3200,m,m,10,995.9,M,1019,m,5,NC,N,N
19,64,9,15,280,23,2500,3100,m,10,995.9,1020,1019,0,5,NC,N,N
18,67,9,14,290,24,2500,m,m,9,996.2,1020.4,1019.3,0,4,NC,N,N
18,64,8,15,290,m,2600,m,m,9,996.5,1020.7,1019.6,0,4,NC,Y,N
17,67,8,11,290,23,2300,m,m,9,996.9,1021.1,1020,0,5,NC,Y,N
17,67,8,16,290,21,2400,m,m,6,997.5,1021.6,1020.7,0,2,NC,Y,Y
17,67,8,13,290,21,2300,m,m,5,997.9,1022.1,1021,0,3,NC,Y,Y
17,70,9,10,290,20,1800,2400,m,1,998.2,1022.4,1021.3,0,5,NC,Y,Y
18,70,10,10,280,m,1500,m,m,1,998.5,1022.6,1021.7,0,6,NC,Y,Y
17,70,9,13,300,23,1900,m,m,4,998.2,1022.6,1021.3,0,3,NC,Y,Y
18,67,9,16,290,m,1900,2400,m,5,998.2,1022.5,1021.3,0,3,NC,Y,Y
19,61,8,13,290,m,2500,m,m,9,998.2,1022.3,1021.3,0,6,NC,Y,N
19,61,8,14,290,m,2600,m,m,9,998.5,1022.7,1021.7,0,5,NC,Y,N
19,62,9,13,280,22,3000,m,m,9,998.5,M,1021.7,m,6,NC,Y,N
20,61,9,9,300,m,3600,m,m,9,998.2,1022.6,1021.3,0,10,NC,N,N
19,67,10,9,320,m,2200,3100,3800,5,998.5,1022.9,1021.7,0,8,NC,N,N
19,70,11,8,330,m,3100,3900,m,7,998.9,1023.1,1022,0,9,NC,N,N
18,73,11,3,40,m,2700,3700,m,9,998.5,1022.9,1021.7,0,NC,NC,N,N
17,70,9,0,0,m,3800,m,m,10,998.5,1022.8,1021.7,0,NC,NC,N,N
17,67,8,6,70,m,3100,m,m,10,998.5,1023,1021.7,0,8,NC,N,N
15,76,9,3,110,m,3300,m,m,10,998.5,1022.9,1021.7,0,NC,NC,N,N
15,73,8,0,0,m,3000,m,m,10,998.2,1022.7,1021.3,0,NC,NC,N,N
15,76,9,3,150,m,3000,m,m,10,998.2,1022.4,1021.3,0,NC,NC,N,N
16,73,9,5,170,m,3200,m,m,10,998.2,1022.5,1021.3,0,8,NC,N,N
16,73,9,3,200,m,3300,m,m,10,997.9,1022.3,1021,0,NC,NC,N,N
16,73,9,3,190,m,3200,m,m,10,997.5,1021.8,1020.7,0,NC,NC,N,N
16,78,10,5,190,m,3100,m,m,5,997.5,M,1020.7,0,8,NC,N,N
16,80,11,5,210,m,1900,3000,m,3,997.5,1021.9,1020.7,0,8,NC,Y,N
19,67,10,8,290,m,2900,m,m,3,997.5,M,1020.7,m,9,NC,Y,N
19,62,9,8,270,m,2900,m,m,9,997.5,M,1020.7,m,9,NC,Y,N
19,67,10,11,300,m,2300,2800,3400,3,997.5,M,1020.7,0,7,NC,Y,N
19,70,11,14,300,m,1700,2400,2900,2,997.5,1021.8,1020.7,0,5,NC,Y,N
19,61,8,16,280,21,2000,2700,3300,2,997.5,1021.8,1020.7,0,4,NC,Y,N
18,67,9,11,280,m,2100,2900,m,2,996.5,1020.8,1019.6,0,6,NC,Y,N
18,64,8,13,270,22,2000,2700,m,9,995.9,1020.2,1019,0,5,NC,Y,N
17,61,6,14,280,24,2400,3000,m,9,995.9,1019.9,1019,0.01,3,NC,Y,N
17,58,5,14,300,22,2800,3100,m,10,995.2,1019.5,1018.3,0,3,NC,Y,N
17,58,5,14,280,m,3600,m,m,9,994.9,1019,1017.9,0,3,NC,Y,N
16,55,3,16,290,m,3600,m,m,10,994.5,1018.7,1017.6,0,1,NC,N,N
16,55,3,16,280,m,3500,m,m,10,994.5,1018.9,1017.6,0,1,NC,N,N
15,55,2,14,300,21,3600,m,m,10,994.9,1019,1017.9,0,0,NC,N,N
15,55,2,16,300,m,3400,4200,m,10,994.9,1019.1,1017.9,0,-1,NC,N,N
14,55,1,14,300,m,3400,4900,m,10,994.9,1019.2,1017.9,0,-1,NC,N,N
13,55,0,20,300,28,3700,4800,m,8,995.2,1019.6,1018.3,0,-5,NC,N,N
12,72,5,10,310,m,2200,5500,m,3,995.2,M,1018.3,0,-1,NC,N,N
11,72,4,11,320,m,2000,m,m,2,995.5,1019.8,1018.6,0.01,-3,NC,N,N
10,72,3,17,320,m,3100,m,m,3,995.9,M,1019,0,-8,NC,N,N
10,66,1,13,320,26,2200,6000,m,1,996.2,M,1019.3,0,-5,NC,N,N
9,71,1,13,320,m,2400,m,m,2,996.2,M,1019.3,m,-7,NC,N,N
9,66,0,10,300,m,2600,m,m,2,996.2,1020.6,1019.3,0.01,-5,NC,N,N
9,66,0,13,290,m,2400,m,m,2,996.2,M,1019.3,m,-7,NC,N,N
9,66,0,14,290,21,2200,m,m,1,996.2,M,1019.3,m,-7,NC,Y,N
8,66,-1,10,290,m,2500,3600,m,2,995.9,1020.3,1019,0,-6,NC,Y,N
9,60,-2,11,290,m,2300,3300,m,3,995.9,1020.2,1019,0,-5,NC,Y,N
10,60,0,16,270,m,2300,3300,m,2,995.9,M,1019,m,-7,NC,Y,N
10,66,1,15,250,22,2400,3400,m,2,995.2,1019.5,1018.3,0,-7,NC,Y,N
10,69,2,10,260,m,2200,3100,m,1,994.2,1018.5,1017.3,0,-4,NC,Y,N
10,66,1,16,220,m,1900,2600,m,2,992.9,M,1015.9,m,-7,NC,Y,N
12,63,2,21,220,28,2300,m,m,2,990.9,1015.1,1013.9,0.01,-7,NC,Y,N
13,66,4,21,220,30,1600,2700,m,4,988.6,1012.9,1011.5,0,-5,NC,Y,N
14,61,3,24,220,m,3300,9000,m,4,986.9,1011,1009.8,0,-5,NC,Y,N
15,60,4,21,220,31,3400,9500,m,4,985.6,1009.6,1008.5,0,-3,NC,Y,N
15,60,4,29,210,33,3300,10000,m,3,983.2,1007.2,1006.1,0,-5,NC,N,N
15,63,5,26,230,37,200,3500,8500,3,981.9,1006.1,1004.7,0,-4,NC,N,N
16,53,2,24,240,39,3700,m,m,3,981.6,1005.8,1004.4,0,-2,NC,N,N
15,60,4,28,250,44,2900,m,m,3,981.2,1005.2,1004.1,0,-5,NC,N,N
15,69,7,22,260,33,2100,m,m,1,980.3,1004.2,1003,0,-3,NC,N,N
16,80,11,17,260,32,1600,m,m,1,978.6,1002.7,1001.4,0,0,NC,N,N
18,72,10,14,270,30,1700,2400,m,1,977.3,M,1000,0,4,NC,N,N
17,64,7,20,290,32,3200,m,m,2,976.6,1000.5,999.3,0,0,NC,N,N
16,61,5,18,300,25,3100,m,m,3,976.9,1000.9,999.7,0,0,NC,N,N
16,56,3,18,310,29,3500,m,m,2,977.6,M,1000.3,m,0,NC,N,N
12,76,6,17,310,28,1700,m,m,1,978.9,1002.9,1001.7,0,-5,NC,N,N
12,55,-1,23,320,33,4200,m,m,7,980.3,1004.3,1003,0,-7,NC,N,N
10,56,-2,20,310,29,3800,m,m,3,981.9,M,1004.7,m,-9,NC,N,N
7,72,0,30,340,40,1800,m,m,1,984.9,1008.9,1007.8,0,-16,NC,Y,N
6,72,-1,22,330,29,2600,m,m,1,986.6,1010.8,1009.5,0,-15,NC,Y,N
6,56,-6,25,330,30,3600,4800,m,1,988.9,1013,1011.9,0,-16,NC,Y,N
7,49,-8,28,340,36,4300,5000,7000,2,990.2,1014.6,1013.2,0,-16,NC,Y,N
8,49,-7,23,330,29,3700,4800,6000,2,991.6,1016,1014.6,0,-13,NC,Y,N
7,55,-6,22,350,m,3000,3800,4800,2,993.2,M,1016.3,0,-14,NC,Y,N
7,59,-4,15,320,23,2300,2900,3600,2,994.2,1018.5,1017.3,0,-10,NC,Y,N
8,51,-6,16,320,m,2900,3500,m,8,994.5,1018.8,1017.6,0,-10,NC,Y,N
8,62,-2,15,340,22,2400,3300,m,1,995.2,1019.6,1018.3,0,-9,NC,Y,N
7,63,-3,11,320,m,2100,3000,m,1,995.9,1020.5,1019,0,-8,NC,Y,N
7,72,0,9,330,m,1400,m,m,1,996.5,1021.1,1019.6,0.01,-6,NC,Y,N
6,65,-3,8,330,m,2500,m,m,2,997.2,1021.7,1020.3,0,-7,NC,N,N
5,65,-4,5,360,m,3500,m,m,9,997.9,1022.5,1021,0,-5,NC,N,N
4,68,-4,5,20,m,2800,m,m,9,998.2,1023,1021.3,0,-6,NC,N,N
2,75,-4,0,0,m,3200,m,m,10,998.5,1023.2,1021.7,0,NC,NC,N,N
1,71,-6,0,0,m,2300,m,m,10,998.9,M,1022,m,NC,NC,N,N
0,70,-8,5,120,m,2900,m,m,10,999.2,M,1022.4,m,-11,NC,N,N
-4,78,-9,6,130,m,4700,m,m,10,999.5,1024.3,1022.7,0,-17,NC,N,N
-4,74,-10,5,120,m,2600,m,m,10,999.5,1024.4,1022.7,0,-15,NC,N,N
-7,78,-12,3,120,m,M,m,m,10,999.9,1024.7,1023,0,NC,NC,N,N
-6,78,-11,6,130,m,M,m,m,10,999.9,1024.9,1023,0,-19,NC,N,N
-7,78,-12,6,120,m,3900,m,m,10,999.5,1024.6,1022.7,0,-20,NC,N,N
-1,64,-10,8,140,m,3800,m,m,10,999.9,1024.8,1023,0,-15,NC,N,N
-1,64,-10,10,130,m,3800,m,m,10,1000.2,1025,1023.4,0,-17,NC,N,N
-1,64,-10,10,130,m,3700,m,m,10,1000.2,1025,1023.4,0,-17,NC,Y,N
-1,64,-10,9,140,m,3900,m,m,10,1000.9,1025.5,1024,0,-16,NC,Y,N
2,59,-9,10,140,m,3700,m,m,10,1000.5,1025.5,1023.7,0,-13,NC,Y,N
7,51,-7,15,140,m,3700,20000,m,10,1000.5,1025.5,1023.7,0,-10,NC,Y,N
10,47,-6,17,160,28,9500,20000,m,9,1000.5,1025.2,1023.7,0,-8,NC,Y,N
12,45,-5,16,150,m,9000,12000,m,10,1000.2,1025,1023.4,0,-5,NC,Y,N
13,43,-5,14,170,22,8500,11000,m,10,999.2,1024,1022.4,0,-2,NC,Y,N
14,41,-5,17,140,m,10000,m,m,10,997.5,1022.4,1020.7,0,-2,NC,Y,N
15,44,-3,14,150,m,9000,m,m,10,996.9,1021.6,1020,0,0,NC,Y,N
17,44,-1,17,130,m,9000,m,m,10,995.9,1020.5,1019,0,1,NC,Y,N
17,46,0,18,130,m,8500,m,m,10,994.9,1019.4,1017.9,0,1,NC,Y,N
17,46,0,14,130,m,8500,m,m,10,994.5,1019.1,1017.6,0,3,NC,N,N
18,44,0,14,130,m,9000,m,m,10,994.2,1018.8,1017.3,0,4,NC,N,N
18,48,2,8,130,m,9000,m,m,10,994.9,1019.5,1017.9,0,8,NC,N,N
19,49,3,6,100,m,9000,m,m,10,995.2,1019.7,1018.3,0,11,NC,N,N
19,51,4,15,150,m,3400,m,m,10,993.9,1018.3,1016.9,0,5,NC,N,N
20,51,5,6,150,m,4200,m,m,10,993.9,1018.1,1016.9,0,12,NC,N,N
20,61,9,7,130,m,4800,5500,m,10,993.9,1018.2,1016.9,0,11,NC,N,N
21,56,8,5,130,m,4600,5500,m,10,993.9,1017.9,1016.9,0,14,NC,N,N
21,59,9,3,100,m,3100,m,m,8,993.5,1017.7,1016.6,0,NC,NC,N,N
19,73,12,5,140,m,2800,m,m,2,993.5,M,1016.6,m,12,NC,N,N
19,85,16,5,130,m,2700,m,m,2,993.2,M,1016.3,m,12,NC,N,N
20,84,16,3,340,m,1100,m,m,1,993.9,1018,1016.9,0.05,NC,NC,N,N
21,85,18,7,340,m,1400,m,m,1,994.5,M,1017.6,m,12,NC,N,N
21,84,17,7,330,m,3300,5500,m,3,995.2,1019.4,1018.3,0.02,12,NC,Y,N
21,80,16,10,330,m,1300,3800,m,7,995.9,1019.9,1019,0,10,NC,Y,N
19,79,14,11,340,m,1500,m,m,7,996.9,M,1020,m,7,NC,Y,N
20,67,11,13,350,m,1800,4500,m,10,998.2,1022.3,1021.3,0,7,NC,Y,N
20,61,9,16,350,m,2300,4400,5000,10,998.5,1022.7,1021.7,0,6,NC,Y,N
21,56,8,13,330,m,2900,6500,m,10,999.5,1023.9,1022.7,0,8,NC,Y,N
22,56,9,11,330,m,3000,6500,m,10,998.9,1023.2,1022,0,11,NC,Y,N
21,57,9,9,320,m,2800,6000,m,10,999.2,M,1022.4,m,11,NC,Y,N
20,56,7,13,340,m,2900,6500,m,10,999.2,1023.5,1022.4,0,7,NC,Y,N
18,67,9,11,340,m,2900,3600,m,1,999.9,M,1023,m,6,NC,Y,N
16,70,8,13,320,m,2800,3800,m,1,1000.9,1025.1,1024,0,2,NC,Y,N
16,72,9,8,360,m,1600,m,m,1,1001.5,M,1024.7,m,5,NC,N,N
14,73,7,8,360,m,2700,m,m,1,1001.9,1026.1,1025.1,0.02,3,NC,N,N
13,73,6,6,350,m,3000,8500,m,5,1002.9,1027.1,1026.1,0,4,NC,N,N
13,73,6,5,10,m,5500,7000,9500,9,1002.9,1027.1,1026.1,0,5,NC,N,N
12,78,7,5,360,m,3700,m,m,4,1003.2,M,1026.4,0.01,4,NC,N,N
13,70,5,5,10,m,3200,m,m,10,1003.5,1027.9,1026.8,0,5,NC,N,N
13,66,4,7,30,m,3300,m,m,10,1002.9,1027.2,1026.1,0,3,NC,N,N
12,66,3,0,0,m,3600,m,m,2,1003.5,M,1026.8,m,NC,NC,N,N
12,72,5,0,0,m,5000,9000,m,10,1003.5,1027.9,1026.8,0,NC,NC,N,N
12,69,4,0,0,m,3500,5000,8000,10,1003.5,1028,1026.8,0,NC,NC,N,N
11,72,4,0,0,m,3200,m,m,10,1003.2,1027.6,1026.4,0,NC,NC,N,N
12,69,4,0,0,m,3500,m,m,10,1002.9,1027.5,1026.1,0,NC,NC,N,N
11,76,5,0,0,m,3500,m,m,10,1003.5,1028,1026.8,0,NC,NC,N,N
11,76,5,6,80,m,3800,m,m,9,1003.2,1027.9,1026.4,0,1,NC,Y,N
11,76,5,7,50,m,2500,3700,m,2,1003.5,1028,1026.8,0,0,NC,Y,N
11,76,5,7,40,m,1600,m,m,1,1003.9,1028.6,1027.1,0.01,0,NC,Y,Y
12,69,4,6,80,m,3900,m,m,2,1003.9,1028.4,1027.1,0,2,NC,Y,Y
12,66,3,5,M,m,2200,3800,m,3,1004.5,M,1027.8,m,4,NC,Y,Y
13,66,4,7,10,m,1600,2300,m,2,1004.2,1028.7,1027.4,0.01,3,NC,Y,Y
14,61,3,6,10,m,2800,3400,m,10,1004.2,1028.8,1027.4,0,5,NC,Y,Y
15,55,2,9,330,m,2600,3600,m,10,1003.5,1028,1026.8,0,3,NC,Y,Y
14,55,1,9,320,m,2900,m,m,9,1003.2,1027.8,1026.4,0,2,NC,Y,Y
14,46,-3,10,310,m,3400,18000,m,10,1003.2,1027.7,1026.4,0,1,NC,Y,Y
13,45,-4,15,330,m,3600,18000,m,10,1003.5,1028.2,1026.8,0,-3,NC,Y,N
8,60,-3,11,310,m,3500,21000,m,9,1004.2,1029,1027.4,0,-7,NC,N,N
7,59,-4,7,360,m,3500,20000,m,10,1004.5,1029.4,1027.8,0,-5,NC,N,N
6,62,-4,5,10,m,2500,18000,m,10,1004.8,1029.6,1028.1,0,-3,NC,N,N
3,68,-5,5,340,m,M,m,m,10,1005.2,1029.9,1028.4,0,-7,NC,N,N
3,62,-7,3,330,m,M,m,m,10,1005.2,1029.8,1028.4,0,NC,NC,N,N
2,65,-7,5,350,m,M,m,m,10,1006.2,1030.9,1029.5,0,-8,NC,N,N
1,65,-8,3,360,m,M,m,m,10,1006.2,1031,1029.5,0,NC,NC,N,N
1,61,-9,5,10,m,M,m,m,10,1006.2,1030.9,1029.5,0,-9,NC,N,N
3,62,-7,6,360,m,M,m,m,10,1006.2,1031,1029.5,0,-8,NC,N,N
4,62,-6,0,0,m,M,m,m,10,1005.8,1030.5,1029.1,0,NC,NC,N,N
4,65,-5,10,350,m,M,m,m,10,1006.2,1030.9,1029.5,0,-11,NC,N,N
0,62,-10,9,30,m,M,m,m,10,1006.8,1031.8,1030.1,0,-15,NC,N,N
-2,64,-11,7,40,m,M,m,m,10,1007.8,1033,1031.2,0,-15,NC,N,N
-4,67,-12,5,70,m,M,m,m,10,1008.2,1033.2,1031.5,0,-15,NC,Y,N
-5,74,-11,0,0,m,20000,m,m,10,1008.8,1034,1032.2,0,NC,NC,Y,N
-2,68,-10,3,120,m,20000,m,m,10,1009.2,1034.3,1032.5,0,NC,NC,Y,N
5,56,-7,6,60,m,20000,m,m,10,1009.5,1034.4,1032.8,0,-6,NC,Y,N
7,49,-8,6,130,m,20000,m,m,10,1009.5,1034.3,1032.8,0,-4,NC,Y,N
8,51,-6,5,130,m,20000,m,m,10,1009.2,1034.2,1032.5,0,-1,NC,Y,N
14,37,-7,0,0,m,22000,m,m,10,1008.8,1033.6,1032.2,0,NC,NC,Y,N
10,49,-5,8,230,m,12000,22000,m,10,1008.8,1033.7,1032.2,0,-2,NC,Y,N
11,52,-3,8,240,m,12000,22000,m,10,1008.5,1033.4,1031.8,0,-1,NC,Y,N
10,55,-3,6,200,m,12000,m,m,10,1008.5,1033.4,1031.8,0,0,NC,Y,N
13,53,-1,0,0,m,12000,15000,m,10,1008.2,1033.1,1031.5,0,NC,NC,Y,N
9,63,-1,8,230,m,2700,19000,m,10,1008.2,1033.3,1031.5,0,-3,NC,N,N
9,63,-1,6,160,m,16000,m,m,10,1007.5,1032.5,1030.8,0,-1,NC,N,N
9,63,-1,6,160,m,12000,m,m,10,1006.8,1031.7,1030.1,0,-1,NC,N,N
9,66,0,5,140,m,M,m,m,10,1006.2,1031.1,1029.5,0,0,NC,N,N
10,63,0,3,170,m,M,m,m,10,1005.8,1030.7,1029.1,0,NC,NC,N,N
11,60,0,7,160,m,M,m,m,10,1005.5,1030.2,1028.8,0,0,NC,N,N
11,60,0,6,160,m,11000,m,m,10,1004.8,1029.7,1028.1,0,1,NC,N,N
10,60,0,5,170,m,2300,12000,m,10,1004.5,M,1027.8,m,1,NC,N,N
11,63,1,5,170,m,2200,9500,m,10,1004.5,1029,1027.8,0,2,NC,N,N
12,63,2,6,150,m,1900,m,m,10,1003.5,1028.3,1026.8,0,2,NC,N,N
12,69,4,3,160,m,1500,m,m,10,1003.2,1027.6,1026.4,0,NC,NC,N,N
13,70,5,5,140,m,1400,m,m,5,1002.9,1027.5,1026.1,0,5,NC,N,N
13,80,8,8,160,m,1500,m,m,1,1002.9,1027.5,1026.1,0.02,2,NC,N,N
15,80,10,8,170,m,1300,m,m,2,1002.5,1027,1025.7,0.03,4,NC,Y,N
15,83,11,7,160,m,1200,m,m,1,1001.9,1026.6,1025.1,0.04,5,NC,Y,N
16,84,12,6,160,m,1000,2200,m,1,1001.9,1026.3,1025.1,0.02,7,NC,Y,N
18,77,12,9,200,m,1200,1700,3300,2,1001.5,1025.9,1024.7,0.01,7,NC,Y,N
18,79,12,11,180,m,1000,1400,m,1,1001.2,M,1024.4,0,6,NC,Y,N
18,77,12,11,200,m,1000,m,m,1,1000.9,1025.3,1024,0.02,6,NC,Y,N
18,73,11,13,210,m,1200,m,m,2,1000.2,1024.7,1023.4,0,5,NC,Y,N
18,72,10,13,210,m,1600,m,m,2,999.9,M,1023,m,5,NC,Y,N
18,73,11,10,210,m,2000,2500,m,2,1000.2,1024.5,1023.4,0,6,NC,Y,N
18,70,10,10,220,m,2100,2600,3300,2,1000.2,1024.5,1023.4,0,6,NC,Y,N
19,70,11,6,170,m,2100,5000,m,9,999.2,1023.6,1022.4,0,11,NC,Y,N
19,67,10,6,220,m,1900,4300,6000,10,999.9,1024.2,1023,0,11,NC,N,N
19,70,11,3,280,m,1800,5000,m,10,1000.2,1024.6,1023.4,0,NC,NC,N,N
19,70,11,0,0,m,2000,5000,m,10,1000.5,1024.9,1023.7,0,NC,NC,N,N
19,70,11,0,0,m,2000,5000,m,10,1000.5,1025,1023.7,0,NC,NC,N,N
18,73,11,0,0,m,2300,4900,m,10,1000.9,1025.3,1024,0,NC,NC,N,N
17,76,11,3,340,m,2000,4800,6500,9,1001.9,1026.2,1025.1,0,NC,NC,N,N
15,80,10,3,10,m,2900,m,m,5,1001.9,1026.3,1025.1,0,NC,NC,N,N
12,79,7,5,350,m,M,m,m,10,1002.5,1027.1,1025.7,0,4,NC,N,N
15,76,9,6,40,m,11000,m,m,10,1002.5,1026.8,1025.7,0,6,NC,N,N
14,76,8,3,10,m,11000,m,m,10,1002.9,1027.5,1026.1,0,NC,NC,N,N
14,76,8,6,360,m,10000,m,m,10,1003.5,1028,1026.8,0,5,NC,N,N
13,76,7,7,10,m,11000,m,m,10,1004.5,1029.1,1027.8,0,3,NC,N,N
13,73,6,7,30,m,12000,m,m,10,1004.8,1029.4,1028.1,0,3,NC,N,N
12,72,5,8,40,m,11000,m,m,10,1005.2,1029.8,1028.4,0,0,NC,Y,N
13,66,4,8,30,m,11000,m,m,10,1006.5,1031.1,1029.8,0,2,NC,Y,N
13,63,3,9,40,m,11000,m,m,10,1007.2,1031.7,1030.5,0,1,NC,Y,N
15,58,3,10,50,m,11000,15000,m,10,1007.5,1032,1030.8,0,3,NC,Y,N
17,55,4,7,50,m,12000,15000,m,10,1007.8,1032.5,1031.2,0,7,NC,Y,N
