"STN
Code",Name of Monitoring Location,Type Water Body,State Name,"Temperature
?C (Min)","Temperature
?C (Max)",Dissolved Oxygen (mg/L) (Min),Dissolved Oxygen (mg/L) (Max),pH (Min),pH (Max),Conductivity (?mhos/cm) (Min),Conductivity (?mhos/cm) (Max),BOD (mg/L) (Min),BOD (mg/L) (Max),Nitrate N + Nitrite N(mg/L) (Min),Nitrate N + Nitrite N(mg/L) (Max),Fecal Coliform (MPN/100ml) (Min),Fecal Coliform (MPN/100ml) (Max),Total Coliform (MPN/100ml) (Min),Total Coliform (MPN/100ml) (Max)
4179,"BADI KA TALAB, UDAIPUR",POND,RAJASTHAN,23.0,27.0,7.1,7.9,7.2,8.4,380,532,1.4,2.4,1.56,3.69,23,64,64,120
1420,"KODAI KANAL LAKE, TAMILNADU",LAKE,TAMIL NADU,17.0,28.0,6.0,7.0,6.7,7.5,96,147,2.0,3.0,0.32,0.95,14,36,25,96
3008,"POONDI LAKE AT THIRUVALLUR, TAMILNADU",LAKE,TAMIL NADU,26.0,40.0,6.0,8.9,7.0,8.1,475,745,2.0,3.0,0.32,0.52,2,2,2,68
3010,"PORUR LAKE AT THIRUVALLUR, TAMILNADU",LAKE,TAMIL NADU,27.0,37.0,6.0,7.0,7.3,8.0,929,1410,2.0,4.0,0.32,0.62,2,78,4,230
3011,"PULICATE LAKE AT THIRUVALLUR, TAMILNADU",LAKE,TAMIL NADU,25.0,36.0,5.0,6.9,6.9,8.2,8330,59400,2.0,4.0,0.32,1.50,2,45,4,230
3009,"REDD HILLS AT THIRUVALLUR, TAMILNADU",LAKE,TAMIL NADU,25.0,33.0,5.1,7.1,6.6,8.0,432,660,2.0,4.0,0.32,0.62,2,20,2,200
1421,"UDHAGAMADALEM LAKE (OOTY),
TAMILNADU",LAKE,TAMIL NADU,17.0,31.0,5.7,7.2,6.1,7.1,339,492,1.0,4.5,0.32,0.33,38,120,120,330
3007,"VEERANAM LAKE AT CUDDALORE,
TAMILNADU",LAKE,TAMIL NADU,23.0,30.0,6.0,6.4,6.8,7.9,349,684,1.0,3.0,0.32,0.82,23,46,58,120
1452,"YERCAUD LAKE, SALEM, TAMILNADU",LAKE,TAMIL NADU,20.0,30.0,5.3,7.0,6.0,7.8,242,371,1.0,2.2,0.32,0.33,31,120,110,260
4823,"OVER HEAD TANK AT TIRUR VILLAGE, TIRUVALLUR TALUK, TIRUVALLUR
PANCHAYAT UN",TANK,TAMIL NADU,25.0,39.0,5.0,6.7,6.8,7.4,946,2032,2.0,4.0,0.32,1.18,2,20,2,110
5052,"BAKSHI KUNTA (VEMANA COLONY PARK), CHANDANAGAR,
SERILINGAMPALLY, RR",LAKE,TELANGANA,20.0,24.0,0.3,4.4,6.6,8.4,659,1451,3.0,16.0,3.20,7.60,2,23,80,540
4676,"BANDA CHERUVU, MALKAJIGIRI (V),
MALKAJIGIRI (NEW MANDAL)",LAKE,TELANGANA,28.0,29.0,0.3,1.3,7.1,8.1,1145,1680,5.8,16.0,2.70,24.70,14,58,240,430
5048,"BANDAM CHERUVU, GAJULARAMARAM, QUTUBULLAPUR, MEDCHAL –
MALKAGIRI",LAKE,TELANGANA,27.0,27.0,2.0,3.8,7.1,8.2,732,877,3.0,9.0,3.20,6.20,14,63,140,540
4682,"BANDAM CHERUVU, HANAMKONDA",LAKE,TELANGANA,27.0,29.0,0.7,4.1,7.1,8.5,655,1457,3.4,12.0,0.70,38.00,9,36,140,430
5040,"BANDLAGUDA CHERUVU, BANDALGUDA
UPPAL, MEDCHAL - MALKAGIRI",LAKE,TELANGANA,28.0,32.0,0.3,0.3,7.0,7.9,995,1519,6.4,16.0,3.50,14.80,13,94,280,540
4690,"BANJARA KUNTA (SINGADI KUNTA(,
SHAIKPET",LAKE,TELANGANA,23.0,30.0,0.3,4.1,7.3,8.4,688,1191,2.6,6.8,3.60,14.20,7,39,170,540
3074,"BANJARA LAKE, BANJARA HILLS, RANGA REDDY",LAKE,TELANGANA,20.0,28.0,0.3,0.3,6.7,7.9,783,1246,6.0,18.0,1.20,10.80,11,70,210,540
5035,"BATHAR KUNTA, SHAIKPET, HYDERABAD",LAKE,TELANGANA,23.0,30.0,0.3,2.0,7.1,8.5,1042,1318,4.0,12.0,4.60,12.40,21,63,280,920
4684,"CAMPUS LAKE, ICRISAT",LAKE,TELANGANA,24.0,25.0,5.7,6.9,6.4,7.5,385,750,2.1,3.0,4.09,7.10,10,17,110,240
5060,"CHAKALAVANI CHERUVU, LINGAMPALLY, SERILINGAMPALLY, RR",LAKE,TELANGANA,20.0,30.0,0.3,2.9,7.0,8.3,1024,1528,4.0,20.0,5.20,17.70,17,36,240,540
5051,"CHINNA BANDAM, SURARAM, QUTUBULLAPUR, MEDCHAL – MALKAGIRI",LAKE,TELANGANA,27.0,29.0,0.3,3.9,7.0,8.3,1146,1888,2.1,14.0,2.10,12.80,11,63,170,540
,"CHINNA PEDDA CHERUVU, GOPANPALLY, SERILINGAMPALLY, RR",LAKE,TELANGANA,20.0,29.0,1.0,5.1,7.0,8.6,846,987,3.0,6.0,3.80,356.00,6,33,21,540
4668,"CHINNARAYAN CHERUVU, ALWAL (V)",LAKE,TELANGANA,28.0,30.0,0.3,2.2,7.2,8.2,1080,1732,6.0,12.0,2.20,18.00,21,63,280,540
5046,"CHINTAL CHERUVU, GAJULARAMARAM, QUTUBULLAPUR, MEDCHAL –
MALKAGIRI",LAKE,TELANGANA,27.0,30.0,2.2,5.0,7.3,8.5,377,572,2.1,6.0,0.30,4.00,2,33,28,540
5039,"DMRL LAKE, KANCHANBAGH,
BANDLAGUDA, HYDERABAD",LAKE,TELANGANA,22.0,30.0,0.3,3.8,7.1,8.2,1048,1821,3.2,18.0,0.30,16.80,13,79,94,540
3070,"FOX SAGAR, JEEDIMETLA, RANGA REDDY",LAKE,TELANGANA,25.0,30.0,0.8,3.2,7.6,8.5,1042,1476,3.0,6.0,1.00,14.00,7,54,280,540
5059,"GOPI CHERUVU, LINGAMPALLY,
SERILINGAMPALLY, RR",LAKE,TELANGANA,20.0,32.0,0.3,4.1,7.1,8.4,999,1323,3.0,10.0,2.60,10.30,10,34,220,540
5062,"GURUNATH CHERUVU, MIYAPUR, SERILINGAMPALLY, RR",LAKE,TELANGANA,20.0,30.0,0.3,3.9,7.0,8.5,830,1313,4.0,14.0,6.20,39.00,8,33,170,540
3073,"HASMATHPET LAKE, HASMATHPET, RANGA REDDY",LAKE,TELANGANA,21.0,30.0,0.3,0.3,7.1,8.4,961,1685,6.0,10.0,2.10,7.00,21,84,430,540
1789,"HIMAYAT SAGAR LAKE , R.R.DIST.",LAKE,TELANGANA,20.0,29.0,4.9,6.2,7.3,8.1,388,526,2.1,2.6,0.30,1.20,2,4,2,110
4679,"HUDA PARK LAKE/ BUMRUKH KHAN
DOWLA",LAKE,TELANGANA,28.0,35.0,0.3,0.9,7.0,8.4,1773,3194,6.0,22.0,5.20,29.00,26,120,350,920
1391,"HUSSAIN SAGAR LAKE, BUDAMERU",LAKE,TELANGANA,23.2,32.0,0.3,2.4,7.4,8.0,1044,1410,5.8,8.0,1.80,14.60,39,120,430,920
4686,"ICRISAT LAKE, ICRISAT",LAKE,TELANGANA,25.0,25.0,5.9,6.8,6.5,7.3,394,914,2.1,3.6,3.11,7.15,10,25,120,280
4699,"KAPRAI CHERUVU, SAHEBNAGAR (V),
HAYATHNAGAR",LAKE,TELANGANA,20.0,35.0,2.9,5.0,7.2,8.3,378,671,2.1,4.0,0.30,2.40,8,34,110,280
5054,"KOMATI KUNTA, GOPANPALLY,
SERILINGAMPALLY, RR",LAKE,TELANGANA,20.0,30.0,1.8,5.1,7.1,8.5,554,775,2.1,7.0,2.20,7.80,4,27,33,430
4705,"KOTHA CHERUVU (ALWAL CHERUVU), ALWAL (V)",LAKE,TELANGANA,27.0,29.0,0.3,0.9,7.3,8.5,1269,1942,6.0,14.0,7.20,27.00,21,63,350,540
5032,"KOTHA CHERUVU, SHAIKPET, HYDERABAD",LAKE,TELANGANA,24.0,29.0,0.3,4.1,7.2,8.5,869,1366,3.0,10.0,1.80,12.00,11,49,130,430
5057,"KUDI KUNTA (GAUTAMI LAKE), KONDAPUR, SERILINGAMPALLY, RR",LAKE,TELANGANA,20.0,33.0,0.3,0.3,6.9,7.6,1045,1769,6.0,17.0,5.40,19.90,10,47,350,540
4235,LAKE KAMUNI ( SHAMSHABAD LAKE),LAKE,TELANGANA,28.0,35.0,1.8,4.4,7.0,8.4,715,1291,2.1,5.8,1.50,8.80,11,33,170,540
4680,"LAKNAVARAM CHERUVU, MULUGU (V)",LAKE,TELANGANA,28.0,29.0,5.0,6.6,6.9,8.4,124,211,2.1,2.6,0.30,0.80,2,2,4,32
3071,"LANGARHOUSE LAKE, HYDERABAD",LAKE,TELANGANA,20.0,30.0,0.3,1.0,7.2,8.2,870,1520,4.2,10.0,2.60,13.00,7,110,280,540
2340,"LAXMINARAYANA CHERUVU AT
EDULABAD, RANGAREDDY",LAKE,TELANGANA,21.0,30.0,3.1,5.4,7.5,8.3,1086,1744,2.4,5.4,0.40,4.50,3,22,150,350
4677,"LINGAM CHERUVU, SURARAM (V),
QUTHUBULLAPUR",LAKE,TELANGANA,27.0,29.0,0.3,0.3,7.1,7.7,1488,1731,6.2,12.0,4.00,18.20,17,63,430,920
4701,"LINGAM KUNTA, CHANDANAGAR (V)
SERLINGAMPALLY",LAKE,TELANGANA,20.0,27.0,0.3,3.2,6.9,8.5,940,1360,4.0,10.0,3.00,12.00,10,47,140,540
4670,"MADDELLA KUNTA/ BAIRAMALGUDA
CHERUVU",LAKE,TELANGANA,28.0,35.0,2.8,5.8,6.7,8.0,520,1358,2.1,5.4,0.30,6.00,6,49,170,540
5047,"MAHABOOB KUNTA, SURARAM, QUTUBULLAPUR, MEDCHAL –
MALKAGIRI",LAKE,TELANGANA,28.0,28.0,0.8,5.1,6.7,7.8,543,882,2.1,8.0,1.80,11.60,11,33,210,540
4698,"MANNEVARI KUNTA, MACHABOLLARAM
(V) ALWAL",LAKE,TELANGANA,28.0,29.0,0.3,0.3,7.5,8.2,1481,1983,7.0,10.0,8.40,16.60,47,63,430,540
5049,"MEDDELA KUNTA, GAJULARAMARAM, QUTUBULLAPUR, MEDCHAL –
MALKAGIRI",LAKE,TELANGANA,27.0,28.0,1.3,4.2,7.2,8.2,685,1054,3.0,11.0,0.40,23.00,2,47,64,540
4672,"MEDI KUNTA (WIPRO LAKE),
NANAKRAMGUDA",LAKE,TELANGANA,20.0,31.0,0.9,3.8,7.2,8.4,809,1030,3.2,10.0,1.20,16.20,4,84,240,540
4673,"MEEDI KUNTA (BK ENCLAVE LAKE), MAQTA MAHBOOBPET,
(MADEENAGUDA)",LAKE,TELANGANA,18.0,29.0,0.3,3.0,6.7,8.4,682,1244,3.2,11.0,3.60,9.20,11,46,140,540
4674,"MEEDI KUNTA, HAFEEZPET (V)",LAKE,TELANGANA,24.0,29.0,2.0,3.8,7.4,8.4,742,1106,2.8,10.0,1.00,8.60,11,73,170,540
2341,"MIRALAM LAKE NEAR ZOO PARK, RANGAREDDY",LAKE,TELANGANA,24.0,31.0,0.3,2.9,7.2,8.1,1177,1398,2.2,8.0,1.20,6.40,4,84,280,430
5029,"MOHINI CHERUVU, AMBERPET, HYDERABAD",LAKE,TELANGANA,21.0,27.0,0.3,4.0,7.2,8.5,366,2188,2.1,18.0,1.70,9.90,9,63,79,430
5045,"MOTHKULA KUNTA, MACHABOLLARAM, ALWAL, MEDCHAL - MALKAGIRI",LAKE,TELANGANA,26.0,42.0,0.3,3.1,6.8,8.2,1072,1790,3.0,11.0,0.30,18.60,15,63,79,540
5043,"MYSAMMA CHERUVU, KUKATPALLY, BALANAGAR, MEDCHAL - MALKAGIRI",LAKE,TELANGANA,27.0,28.0,0.3,2.0,7.1,8.0,1010,1358,5.0,13.0,0.30,12.60,21,63,430,920
4691,"NAGOLE CHERUVU, UPPAL (V)",LAKE,TELANGANA,28.0,32.0,0.3,2.0,6.9,8.4,919,1632,5.8,12.0,1.00,13.50,17,84,240,540
5063,"NANAKRAM KUNTA, NANAKRAMGUDA,
SERILINGAMPALLY, RR",LAKE,TELANGANA,20.0,35.0,0.3,3.8,7.3,8.2,279,1102,2.1,32.0,2.20,6.00,4,21,280,430
4688,NARINJA LAKE,LAKE,TELANGANA,23.0,26.0,5.9,7.1,6.8,7.4,410,670,2.1,3.0,4.10,7.15,6,9,21,41
5030,"NAYA QUILA TALAB, GOLKONDA,
HYDERABAD",LAKE,TELANGANA,22.0,32.0,0.3,3.3,7.5,8.9,1112,1356,3.3,20.0,2.40,14.30,17,63,70,540
5056,"NAYANAMMA KUNTA (BASPALLI CHERUVU), HAFEEZPET,
SERILINGAMPALLY, RR",LAKE,TELANGANA,20.0,27.0,0.3,4.0,7.1,8.6,828,1248,3.0,10.0,2.00,14.00,11,33,150,540
4229,NEKNAMPUR LAKE,LAKE,TELANGANA,26.0,35.0,0.3,2.7,7.2,8.5,1322,2186,6.0,12.0,3.80,35.00,17,84,140,920
2342,"NOOR MD. KUNTA, KATTEDAN,
RANGAREDDY",LAKE,TELANGANA,25.0,29.0,0.3,0.3,7.2,7.9,1384,2436,6.2,22.0,4.00,28.70,21,94,430,540
4696,"PARKI CHERUVU, KUKATPALLY (V),
BALANAGAR",LAKE,TELANGANA,26.0,28.0,0.3,0.3,7.2,8.1,1079,1803,6.0,12.0,3.00,26.00,8,63,210,540
4678,"PATEL CHERUVU, NACHARAM (V),
UPPAL (NEW MANDAL)",LAKE,TELANGANA,19.0,30.0,0.3,0.3,7.2,8.1,1193,1745,7.0,22.0,3.80,28.00,14,63,240,540
4693,"PATEL CHERUVU, UPPAL (V)",LAKE,TELANGANA,19.0,32.0,0.3,2.6,7.1,7.7,737,1515,4.6,14.0,4.20,9.40,21,73,210,430
5041,"PATHULGUDA LAKE, PATHALGUDA, UPPAL, MEDCHAL - MALKAGIRI",LAKE,TELANGANA,27.0,32.0,0.3,2.2,7.1,8.6,1050,1579,4.0,22.0,1.20,11.20,21,77,280,540
4702,"PEDDA CHERUVU - KHAJA GUDA, KHJAGUDA (V), SERLINGAMPALLY 9NEW MANDAL)",LAKE,TELANGANA,28.0,34.0,2.1,4.6,7.3,8.2,1130,1817,8.0,19.0,5.10,15.00,70,220,230,1600
4669,"PEDDA CHERUVU, GANGARAM (V) SERLINGAMPALLY (NEW MANDAL)",LAKE,TELANGANA,20.0,28.0,0.3,3.4,6.8,8.3,623,2440,3.5,14.0,3.60,12.40,17,94,170,540
4683,"PEDDA CHERUVU, MADIKONDA",LAKE,TELANGANA,28.0,29.0,3.3,5.9,7.1,8.4,527,746,2.1,8.0,0.60,2.80,2,31,26,350
5061,"PEDDAKUDI CHERUVU, MAQTA
MAHBOOBPET, SERILINGAMPALLY, RR",LAKE,TELANGANA,20.0,27.0,0.3,3.2,7.1,8.3,717,1404,4.0,15.0,5.20,14.30,13,33,160,540
4681,"PHAKAL CHERUVU, NARSAMPET",LAKE,TELANGANA,27.0,28.0,4.8,6.5,7.5,8.5,136,458,2.1,2.8,0.30,0.80,2,2,10,39
5053,"RAMAMMA KUNTA (DR. YSR TOURISM COLLEGE), GACHIBOWLI,
SERILINGAMPALLY, RR",LAKE,TELANGANA,30.0,35.0,0.3,2.4,7.2,8.5,487,868,3.0,6.0,1.00,13.00,8,33,170,540
3068,"RAMAPPA LAKE, WARANGAL",LAKE,TELANGANA,27.0,27.0,5.0,6.4,7.6,8.3,205,339,2.1,2.3,0.30,1.20,2,4,15,120
4687,"RED LAKE, ICRISAT",LAKE,TELANGANA,25.0,25.0,5.5,6.6,6.7,7.5,548,1072,2.4,5.0,5.18,10.17,14,31,170,350
5058,"REGULA KUNTA, MIYAPUR
SERILINGAMPALLY, RR",LAKE,TELANGANA,20.0,32.0,0.3,4.2,7.0,8.4,644,920,2.6,8.0,1.60,8.60,8,22,80,540
3072,"SAFILGUDA LAKE, RANGA REDDY",LAKE,TELANGANA,21.0,30.0,0.3,1.6,7.1,8.3,1150,1865,6.0,13.0,2.20,12.00,17,84,350,540
5038,"SALKAM CHERUVU, BANDLAGUDA, HYDERABAD",LAKE,TELANGANA,21.0,30.0,0.3,2.2,7.1,8.3,1224,2627,3.0,36.0,0.30,18.60,17,63,350,540
1788,"SAROORNAGAR , RANGA REDDY DIST.",LAKE,TELANGANA,24.0,35.0,0.3,1.2,7.2,8.3,944,1537,5.8,14.0,2.00,10.60,21,34,280,540
5033,"SHAHATAM CHERUVU, SHAIKPET,
HYDERABAD",LAKE,TELANGANA,22.0,30.0,0.3,0.3,7.0,8.1,840,1535,4.0,22.0,3.20,10.20,12,63,140,540
3069,"SHAMEERPET LAKE, SHAMEERPET,
RANGA REDDY",LAKE,TELANGANA,22.0,29.0,5.2,6.1,7.4,8.4,498,622,2.1,2.8,0.30,2.40,2,12,27,280
5034,"SHIKARI KUNTA, SHAIKPET, HYDERABAD",LAKE,TELANGANA,24.0,30.0,1.2,5.9,7.4,8.5,634,1354,2.1,7.0,1.60,10.20,14,63,33,540
5044,"SUDALAVANI KUNTA (SUNNAM CHERUVU), ALLAHPUR, BALANAGAR,
MEDCHAL - MALKAGIRI",LAKE,TELANGANA,28.0,41.0,0.3,1.0,7.1,7.8,944,1592,5.0,14.0,0.30,14.20,21,63,430,540
4685,SURISIGAL LAKE ICRISAT,LAKE,TELANGANA,24.0,25.0,5.8,6.7,6.9,7.4,418,838,2.1,3.4,4.13,7.13,12,27,130,280
4667,"SURRAM CHERUVU (PALLE CHERUVU), BANDLAGUDA (V), BANDLAGUDA (NEW
MANDAL)",LAKE,TELANGANA,23.0,33.0,0.3,1.0,6.9,7.9,977,2360,6.0,16.0,4.50,19.00,27,73,350,540
5037,"TIRUMALAGIRI TANK, TIRUMALAGIRI, HYDERABAD",LAKE,TELANGANA,29.0,38.0,0.3,0.3,7.1,8.4,1289,1558,6.0,12.0,0.30,14.20,21,33,430,540
4234,"UMDA SAGAR LAKE, SHAMSHABAD",LAKE,TELANGANA,27.0,35.0,0.3,3.7,6.9,8.4,813,1020,2.1,8.0,0.30,7.40,7,57,120,430
5050,"VENNA CHERUVU, JEEDIMETLA, QUTUBULLAPUR, MEDCHAL –
MALKAGIRI",LAKE,TELANGANA,27.0,30.0,0.3,3.1,7.1,7.8,1312,1604,5.0,16.0,7.80,52.00,9,63,130,540
5042,"YELLAMMA CHERUVU, KUKATPALLY, MEDCHAL - MALKAGIRI",LAKE,TELANGANA,27.0,28.0,0.3,3.0,7.0,8.1,1027,2250,5.8,20.0,0.60,37.00,27,63,220,920
5031,"YERRA KUNTA, SHAIKPET, HYDERABAD",LAKE,TELANGANA,22.0,29.0,0.3,3.8,7.2,8.0,740,1352,4.0,19.0,0.90,8.60,2,57,220,920
3076,"AMBER CHERUVU, KUKATPALLY, RANGA
REDDY",POND,TELANGANA,25.0,29.0,0.3,0.3,7.3,8.2,925,1500,7.8,12.0,2.00,6.40,33,79,350,430
2347,"ASANI KUNTA, KAJIPALLY, MEDAK",POND,TELANGANA,19.0,24.0,0.3,1.3,6.4,7.3,4750,15300,31.0,350.0,24.37,46.37,6,14,170,540
2346,"BHADRAKALI CHERUVU, BHADRAKALI TEMPLE, WARANGAL",POND,TELANGANA,27.0,28.0,4.1,5.9,7.6,8.5,537,901,2.1,4.0,0.80,2.20,2,27,11,220
2357,DURGAM CHERUVU,POND,TELANGANA,26.0,30.0,2.0,3.6,7.3,8.5,705,944,2.4,6.0,0.80,5.40,7,57,240,430
3077,"KAPRA CHERUVU, KAPRA, RANGA
REDDY",POND,TELANGANA,21.0,29.0,0.6,3.2,7.0,8.3,1225,1609,3.2,8.0,1.00,4.60,15,53,210,540
4675,"LOTUS POND, HAKIMPET (V), SHAIK PET
(NEW MANDAL)",POND,TELANGANA,25.0,35.0,3.0,5.1,6.9,8.6,589,873,2.2,4.0,1.00,10.80,2,43,120,430
2344,"NALLA CHERUVU, RANGAREDDY",POND,TELANGANA,26.0,28.0,0.3,1.2,7.4,8.3,1046,1753,6.0,10.0,0.30,4.80,21,47,430,540
4665,"OUTLET OF KTPP ASH POND JOINING TO
MORANCHA VAGU, CHELPUR, GHANPUR",POND,TELANGANA,27.0,28.0,3.0,5.4,7.2,8.4,566,996,2.1,3.9,0.30,1.80,2,4,10,130
2359,PEDDA CHERUVU,POND,TELANGANA,26.0,30.0,0.3,1.2,7.2,8.5,1163,1665,6.0,12.0,2.40,26.00,33,63,430,920
4236,"PEDDA CHERUVU (NACHARAM
CHERUVU)",POND,TELANGANA,20.0,29.0,1.0,2.0,7.4,7.9,1144,1605,4.0,6.0,10.20,28.80,43,58,430,540
3078,"PRAGATHINAGAR CHERUVU, KUKATPALLY, RANGA REDDY",POND,TELANGANA,25.0,29.0,0.3,1.8,7.2,8.0,1020,1505,4.2,15.0,1.60,9.00,4,47,350,540
3075,"RANGADHAMUNI CHERUVU, RANGA REDDY",POND,TELANGANA,24.0,28.0,0.3,2.2,7.2,8.4,628,1679,4.0,11.0,1.10,7.60,11,63,350,540
2345,"SAI CHERUVU, NEAR TANNERY INDUSTRIES, DESAIPET, WARANGAL",POND,TELANGANA,27.0,28.0,0.3,3.0,7.5,8.5,1450,7050,4.0,32.0,1.10,14.00,2,31,120,350
4238,"AMEENPUR CHERUVU, AMEENPUR (V & M) SANGAREDDY DISTRICT",TANK,TELANGANA,24.0,26.0,5.0,6.0,6.5,7.5,998,1347,3.2,6.0,9.13,13.17,4,12,79,170
1464,BIBINAGAR TANK,TANK,TELANGANA,18.0,22.0,5.0,6.2,7.1,7.5,598,1004,2.2,4.5,5.11,12.12,4,12,36,49
4703,"BULBUL KUNTA, LAXMI NAGAR (V),
RAJENDRANAGAR",TANK,TELANGANA,26.0,33.0,0.3,0.3,7.0,8.4,1305,2234,7.4,19.0,2.80,23.00,25,84,350,920
3085,"CHINNA WADDEPALLY TANK,
WARANGAL",TANK,TELANGANA,28.0,28.0,0.3,4.6,7.0,8.4,706,1355,3.8,18.0,1.40,12.00,13,47,110,540
4241,"CHITKUL TANK, CHITKUL (V) PATANCHERU (M) SANGAREDDY
DISTRICT",TANK,TELANGANA,26.0,26.0,4.6,6.3,6.7,7.5,795,1687,3.2,6.0,10.10,15.13,4,11,49,140
1447,DHARMASAGAR TANK NEAR WARANGAL,TANK,TELANGANA,27.0,29.0,5.1,6.2,7.9,8.5,253,502,2.0,2.1,0.30,2.60,2,17,14,280
4233,"GADDAPOTHARAM CHERUVU, GADDAPOTHARAM VILLAGE, JINNARAM
MANDAL, SANGAREDDY DIST",TANK,TELANGANA,24.0,34.0,4.0,5.4,6.7,7.4,3530,5140,10.0,15.0,10.15,24.18,12,27,110,240
1780,"GANDIGUDEM TANK , MEDAK DISTRICT",TANK,TELANGANA,19.0,24.0,5.0,6.2,6.8,7.5,1140,1802,5.2,8.0,9.13,14.20,4,10,70,140
4228,"IBRAHIM CHERUVU, RAJENDRA NAGAR",TANK,TELANGANA,26.0,33.0,0.3,1.2,7.1,8.4,992,2097,5.6,20.0,2.40,14.60,11,63,350,540
4243,"ISNAPUR TANK, ISNAPUR (V) PATANCHERU 9M) SANGAREDDY
DISTRICT",TANK,TELANGANA,24.0,25.0,3.7,5.4,6.8,7.5,2186,5400,8.0,22.0,13.18,23.28,13,20,110,280
4225,"JOGULAMBA TEMPLE, GADWAL",TANK,TELANGANA,22.0,30.0,3.6,6.0,7.3,8.2,471,1488,2.1,4.2,1.20,3.70,2,33,17,430
2348,"KAJIPALLY TANK, KAJIPALLY, MEDAK",TANK,TELANGANA,20.0,25.0,4.0,5.6,7.0,7.3,1428,3964,5.0,10.0,12.20,21.15,2,8,39,63
4230,"KISTAIPALLY TANK, KAZIPET,
WARANGAL",TANK,TELANGANA,25.0,34.0,4.1,5.4,7.2,7.5,2248,4810,5.4,6.6,12.12,16.10,6,9,63,150
1783,"KISTAREDDYPET TANK , MEDAK DIST.",TANK,TELANGANA,19.0,23.0,5.0,6.2,6.6,7.6,1624,2895,5.4,9.5,13.10,26.10,2,8,38,84
4232,"KOMATI CHERUVU, SIDDIPET TOWN, SIDIPET DISTRICT",TANK,TELANGANA,25.0,34.0,5.4,6.5,7.0,7.5,495,893,2.7,23.0,5.07,11.10,2,6,31,47
4248,"KOTI CHERUVU, HANAMKONDA, WARANGAL",TANK,TELANGANA,27.0,28.0,1.5,4.0,6.8,8.4,788,1090,2.1,6.0,2.20,5.20,2,27,21,430
4242,"LAKADARAM CHERUVU, LAKADARAM
(V) PATANCHERU (M) SANGAREDDY
DISTRICT",TANK,TELANGANA,25.0,26.0,4.3,5.8,7.0,7.4,585,1439,4.0,6.0,3.10,14.17,4,9,43,94
4700,"LARGE TANK, SAROORNAGAR (V)",TANK,TELANGANA,28.0,35.0,0.3,0.3,7.1,8.3,1244,1615,12.0,22.0,1.80,18.00,15,47,120,540
4239,"MAHABOOBSAGAR TANK SANGAREDDY
(V & M) SANGAREDDY DISTRICT",TANK,TELANGANA,24.0,25.0,5.0,6.3,6.8,7.5,570,1347,4.0,6.0,6.12,11.18,6,10,58,170
2358,MALLAPUR TANK,TANK,TELANGANA,25.0,27.0,0.3,0.3,7.0,8.2,1724,2496,7.6,18.0,0.70,14.60,17,94,350,540
4245,MALLEPALLY TANK MALLEPALLY (V) KONDAPUR (M) SANGAREDDY DISTRICT,TANK,TELANGANA,24.0,24.0,5.4,6.4,6.9,7.4,642,1457,2.1,5.0,6.10,12.13,6,12,47,70
4247,"MUCHARLA NAGARAM CHERUVU, WARANGAL",TANK,TELANGANA,27.0,29.0,2.6,5.7,7.4,8.6,420,1221,2.1,4.0,0.60,6.80,7,34,150,350
4237,"MULLAKATWA CHERUVU, JI TECH CITY, MADHAPUR,",TANK,TELANGANA,28.0,33.0,0.3,0.3,7.0,7.9,921,3030,6.0,14.0,2.50,31.80,17,33,280,1600
4240,"MUTHANGI TANK, MUTHANGI (V), PATANCHERU (M) SANGAREDDY
DISTRICT",TANK,TELANGANA,24.0,26.0,4.5,6.2,6.8,7.5,420,1709,2.2,5.7,4.10,12.11,2,7,26,70
4704,"PEDDA CHERUVU, MANSOORABAD (V), SAROORNAGAR",TANK,TELANGANA,27.0,35.0,0.3,4.6,6.9,8.4,427,1178,2.1,8.0,1.40,6.00,4,58,220,430
2343,"PREMAJIPET TANK, KATTEDAN, RANGAREDDY",TANK,TELANGANA,24.0,29.0,0.3,2.6,7.4,8.4,1921,4320,5.2,26.0,2.40,12.00,4,21,280,540
4249,"RANGASAMUDRAM, WARANGAL",TANK,TELANGANA,27.0,29.0,1.7,3.7,7.1,8.6,606,1306,2.1,10.0,0.40,5.60,2,27,120,430
4231,"RAYAM CHERUVU, BONTHAPALLY VILLAGE, JINNARAM MANDAL,
SANGAREDDY DISTRICT",TANK,TELANGANA,24.0,34.0,4.6,5.8,7.1,7.4,480,1325,2.5,4.0,4.10,10.20,2,9,27,47
4302,"RUDRARAM TANK, RUDRARAM (V)PATANCHERU (M) SANGAREDDY
DISTRICT",TANK,TELANGANA,24.0,25.0,5.1,6.4,6.6,7.5,1023,1898,3.5,6.0,7.10,15.10,2,8,47,84
3086,"SAKI TANK, PATANCHERU, RANGA REDDY",TANK,TELANGANA,18.0,23.0,5.2,6.6,6.8,7.5,689,1180,3.0,6.2,6.16,14.10,6,11,34,48
4689,"SUNNAM KUNTA, JUBILLE HILLS",TANK,TELANGANA,23.0,29.0,1.8,6.6,6.7,8.5,344,820,2.1,8.0,0.80,8.10,7,27,150,430
3084,"WADDEPALLY TANK, KAZIPET,
WARANGAL",TANK,TELANGANA,28.0,29.0,4.1,6.3,7.6,8.5,350,644,2.1,3.0,0.50,2.60,2,26,26,350
